Id,Centred Broto-Moreau autocorrelation of lag 7 weighted by mass,eta average core count,Geary autocorrelation of lag 1 weighted by polarizability,molecular multiple path count of order 9,path/walk 3 - Randic shape index,largest eigenvalue n. 1 of Burden matrix weighted by mass,largest eigenvalue n. 1 of Burden matrix weighted by polarizability,largest eigenvalue n. 2 of Burden matrix weighted by mass,Wiener-like index from detour matrix (detour index),valence connectivity index of order 4,AntagonistClass
e4144,18.043,0.447,1.711,3.922,0.337,3.947,3.755,3.548,713,1.06,inactive
e4145,23.577,0.528,1.292,4.66,0.315,4.707,4.051,4.334,841,3.83,inactive
e4146,25.042,0.481,0.898,6.547,0.337,4.033,3.955,3.922,2550,3.126,inactive
e4147,10.196,0.463,1.432,3.611,0.281,3.712,3.603,3.549,518,1.111,inactive
e358,3.114,0.473,0.956,0,0.292,3.857,3.858,3.308,211,0.829,inactive
e4149,1.331,0.473,1.754,0,0.308,3.69,3.639,3.23,124,1.228,inactive
e4150,5.239,0.485,0.755,6.8,0.347,4.121,4.021,3.676,846,1.724,inactive
e4151,8.58,0.453,0.916,5.58,0.3,4.024,3.874,3.87,2156,1.94,inactive
e4152,6.788,0.473,1.246,4.123,0.263,3.833,3.819,3.422,270,0.636,inactive
e4153,0,0.444,1.56,0,0.325,3.673,3.644,3.141,90,0.708,inactive
e4154,8.295,0.472,1.504,1.946,0.278,3.755,3.72,3.487,345,1.603,inactive
e4156,13.147,0.495,0.802,4.343,0.321,4.082,3.851,3.641,479,1.133,inactive
e4157,5.353,0.445,1.03,3.841,0.282,3.859,3.847,3.51,484,0.812,inactive
e4158,12.364,0.481,1.147,4.913,0.299,3.876,3.865,3.83,1147,1.729,inactive
e4159,24.169,0.459,1.064,7.354,0.326,4.724,4.053,4.026,4001,3.312,inactive
e4160,15.536,0.478,1.503,2.079,0.32,3.841,3.853,3.487,578,2.607,inactive
e4161,12.154,0.51,0.922,3.726,0.305,3.975,3.865,3.771,394,1.076,inactive
e4164,10.405,0.53,1.236,1.099,0.231,3.882,3.69,3.565,220,1.826,inactive
e4165,21.101,0.473,1.919,0,0.294,4.456,3.961,3.525,470,3.091,inactive
e4166,9.598,0.556,1.137,0,0.345,3.932,3.861,3.724,318,2.714,inactive
e4167,7.13,0.478,1.372,2.833,0.239,3.717,3.742,3.522,253,0.884,inactive
e4168,8.339,0.465,1.369,4.611,0.285,4.722,4.032,3.773,756,1.622,inactive
e4170,15.882,0.484,1.014,6.216,0.314,4.002,3.875,3.848,1370,1.606,antagonist
e4172,23.046,0.477,1.107,5.192,0.283,3.986,3.777,3.727,806,1.265,inactive
e4173,24.761,0.54,1.44,2.197,0.306,4.483,3.929,4.07,407,4.832,inactive
e4174,3.505,0.524,0.541,3.841,0.327,4.179,3.905,3.672,404,1.564,inactive
e4175,0,0.425,1.622,0,0.345,3.844,3.634,3.123,62,0.058,inactive
e4176,28.3,0.506,1.029,4.747,0.317,4.169,3.867,3.698,1594,2.494,inactive
e4178,18.141,0.46,1.478,4.881,0.291,3.894,3.833,3.547,1052,1.49,inactive
e4179,17.307,0.499,1.043,4.693,0.301,4.168,3.866,3.681,1494,1.948,inactive
e4180,2.659,0.47,1.892,0,0.321,4.459,3.927,3.212,90,0.716,inactive
e4183,1.637,0.515,0.506,0,0.343,4.107,3.881,3.582,266,1.317,inactive
e4184,10.031,0.487,1.415,2.398,0.292,3.81,3.811,3.554,411,2.187,inactive
e4186,1.088,0.505,0.818,0,0.347,4.021,3.89,3.426,207,0.984,inactive
e4188,4.58,0.444,1.714,0,0.258,3.591,3.535,3.366,110,0.376,inactive
e4190,21.689,0.475,0.753,7.362,0.364,4.067,4.045,3.764,2505,3.42,antagonist
e4191,3.076,0.508,0.631,3.169,0.294,4.094,3.889,3.611,328,1.303,inactive
e4193,22.583,0.454,1.177,5.211,0.361,4.084,3.999,3.655,958,2.29,inactive
e4196,5.263,0.45,0.889,0,0.345,3.883,3.855,3.368,318,0.884,inactive
e4198,6.28,0.487,1.4,3.892,0.329,3.975,3.796,3.768,674,3.433,inactive
e4199,11.009,0.567,0.905,0,0.285,4.183,3.709,3.499,141,2.932,inactive
e4200,0,0.552,0.345,0,0.19,3.994,3.514,3.716,48,0.406,inactive
e4201,4.764,0.483,1.16,4.176,0.313,3.867,3.837,3.569,414,1.718,inactive
e4202,9.698,0.471,1.022,6.993,0.345,4.051,4.054,3.612,1094,1.781,inactive
e4203,7.666,0.53,1.236,1.099,0.231,3.896,3.686,3.479,220,2.031,inactive
e4204,11.67,0.474,1.639,1.099,0.278,3.712,3.725,3.543,298,1.26,inactive
e4205,0.907,0.597,0.42,0,0.347,6.893,3.903,6.867,318,1.875,inactive
e4206,5.069,0.478,1.062,4.163,0.331,3.954,3.918,3.444,463,1.639,inactive
e4207,1.235,0.448,1.555,0,0.319,3.751,3.596,3.255,151,0.88,inactive
e4209,5.779,0.471,1.509,0,0.317,4.755,4.103,4.686,522,2.035,inactive
e4210,8.769,0.471,1.124,5.337,0.354,3.985,3.927,3.511,805,1.758,inactive
e4211,30.497,0.468,1.489,3.367,0.265,3.724,3.745,3.64,2665,2.672,inactive
e4214,0,0.463,0.904,0,0.345,3.863,3.84,2.971,164,0.612,inactive
e4216,6.593,0.463,1.682,0,0.222,3.659,3.552,3.407,135,0.566,inactive
e4218,0,0.667,0.672,0,0.332,6.92,3.588,6.838,68,0.642,inactive
e4219,3.79,0.433,1.462,0,0.241,3.667,3.54,3.338,143,0.33,inactive
e4220,9.126,0.472,1.085,3.663,0.305,3.888,3.86,3.506,396,1.044,inactive
e4221,7.017,0.492,1.167,3.27,0.337,4.749,4.099,4.12,365,2.645,inactive
e4222,6.474,0.49,1.56,0,0.219,3.647,3.694,3.448,158,1.05,inactive
e4224,4.152,0.458,1.142,0,0.33,3.863,3.859,3.439,305,1.007,inactive
e4225,11.024,0.503,1.039,4.577,0.304,4,3.887,3.718,556,1.41,inactive
e4227,13.885,0.473,0.903,7.232,0.349,4.055,4.048,3.852,2264,2.348,antagonist
e4228,15.475,0.484,0.962,5.719,0.333,3.942,3.946,3.729,834,1.931,inactive
e4229,16.629,0.482,0.909,0,0.348,3.996,3.737,3.625,380,1.111,inactive
e4230,1.908,0.511,0.792,0,0.342,4.027,3.897,3.393,208,1.248,inactive
e4232,9.609,0.483,0.942,5.03,0.297,3.877,3.879,3.796,807,1.644,inactive
e4233,35.805,0.512,1.155,2.565,0.32,4.83,4.13,3.697,794,5.292,inactive
e4234,8.965,0.469,1.275,3.944,0.311,3.884,3.878,3.471,485,1.095,inactive
e4238,4.41,0.51,1.247,0.693,0.229,3.793,3.444,3.76,165,0.649,inactive
e4239,3.577,0.489,0.932,2.151,0.342,4.017,3.862,3.366,264,0.95,inactive
e4240,7.982,0.559,1.141,0,0.201,4.711,4.097,3.467,104,1.212,inactive
e4241,5.657,0.439,1.61,0,0.248,3.652,3.612,3.449,198,0.648,inactive
e4242,1.025,0.452,1.761,0,0.284,3.688,3.588,3.234,166,0.966,inactive
e4243,2.358,0.483,1.054,0,0.307,3.882,3.885,3.349,204,0.788,inactive
e4244,2.639,0.483,1.054,0,0.322,3.863,3.863,3.39,205,0.828,inactive
e4245,2.663,0.491,0.926,6.29,0.325,4.017,3.995,3.411,424,1.168,inactive
e4246,0,0.446,1.763,0,0.301,3.684,3.556,3.104,124,0.683,inactive
e4247,0,0.415,1.572,0,0.383,3.853,3.633,3.153,86,0.165,inactive
e4248,0,0.444,1.426,0,0.334,3.788,3.692,3.232,145,0.865,inactive
e4249,6.147,0.426,0.774,4.925,0.339,3.974,3.923,3.454,847,1.307,inactive
e4250,6.484,0.479,0.858,5.433,0.336,3.928,3.907,3.778,760,1.441,inactive
e4252,0,0.479,1.212,0,0.284,3.789,3.784,3.079,123,0.961,inactive
e4253,6.47,0.463,0.68,7.151,0.383,4.051,4.012,3.711,1743,2.189,inactive
e4255,0.979,0.446,2.122,0,0.2,4.693,3.763,3.323,71,0.46,inactive
e4256,21.093,0.564,1.15,1.609,0.234,6.88,3.711,3.647,364,1.978,inactive
e4257,1.698,0.452,0.71,0,0.308,3.892,3.857,3.273,260,0.8,inactive
e4258,0,0.548,0.657,0,0.345,4.094,3.879,3.582,164,0.979,inactive
e4259,6.333,0.455,2.011,1.099,0.231,3.55,3.44,3.391,220,0.626,inactive
e4262,14.682,0.476,1.946,0,0.291,4.458,3.968,3.445,329,2.338,inactive
e4263,18.763,0.517,1.082,6.711,0.348,4.552,4.276,3.729,1342,5.031,inactive
e4264,2.205,0.483,0.958,2.784,0.314,3.862,3.863,3.343,217,0.839,inactive
e4265,6.98,0.455,1.629,0,0.209,3.697,3.6,3.477,170,0.581,inactive
e4266,1.042,0.467,1.697,0,0.2,3.64,3.614,3.242,71,0.431,inactive
e4267,56.255,0.708,0.728,0,0.223,6.882,3.654,6.878,84,1.336,inactive
e4268,0.953,0.5,1.547,0,0.298,4.461,4.054,3.646,198,1.183,inactive
e4269,5.864,0.491,1.193,3.27,0.272,3.834,3.831,3.475,278,0.966,inactive
e4270,0.445,0.452,1.339,0,0.209,3.596,3.576,3.221,52,0.226,inactive
e4272,1.867,0.459,1.725,0,0.284,3.691,3.593,3.263,166,1.007,inactive
e4273,1.79,0.504,1.248,0,0.3,4.723,4.033,3.923,248,1.213,inactive
e4275,0.364,0.478,1.556,0,0.347,3.851,3.816,3.312,310,2.319,inactive
e4276,2.57,0.469,1.249,0,0.315,4.723,4.033,3.737,312,1.399,inactive
e4278,0,0.454,1.584,0,0.18,3.659,3.599,3.238,66,0.37,inactive
e4279,9.226,0.471,1.158,4.495,0.291,3.9,3.891,3.608,572,1.374,inactive
e4280,18.873,0.446,1.762,1.609,0.281,3.694,3.605,3.506,518,1.519,inactive
e4281,2.415,0.489,1.095,0,0.344,4.01,3.831,3.36,264,1.022,inactive
e4283,8.011,0.472,1.371,3.169,0.309,3.855,3.818,3.277,350,1,inactive
e4285,4.776,0.443,1.566,0,0.308,3.809,3.579,3.101,210,0.568,inactive
e4286,0,0.42,0.999,0,0.2,3.457,3.187,2.701,18,0,inactive
e4287,13.532,0.462,1.91,0,0.258,3.605,3.504,3.377,300,0.787,inactive
e4288,6.76,0.5,1.336,2.565,0.313,3.828,3.869,3.562,414,3.211,inactive
e4290,0.333,0.481,1.152,0,0.327,3.77,3.78,3.218,156,1.281,inactive
e4291,0,0.467,1.549,0,0.301,3.717,3.682,3.166,124,1.024,inactive
e4292,3.306,0.433,1.851,0,0.297,3.646,3.409,3.287,135,0.38,inactive
e4294,14.731,0.593,1.048,0,0.226,6.88,3.673,3.59,120,1.271,inactive
e4295,0.396,0.458,1.801,0,0.283,3.644,3.614,3.085,67,0.371,inactive
e4296,6.358,0.464,1.43,0,0.26,3.745,3.686,3.476,212,1.051,inactive
e4297,3.466,0.467,0.852,0,0.332,3.9,3.883,3.335,258,0.794,inactive
e4298,0.896,0.47,1.095,0,0.303,3.839,3.788,3.282,160,0.571,inactive
e4299,0.614,0.461,0.789,0,0.322,3.888,3.872,3.349,258,0.687,inactive
e4300,11.759,0.554,1.026,0,0.223,3.825,3.633,3.745,84,0.921,inactive
e4301,0,0.458,0.925,0,0.308,3.866,3.843,3.188,162,0.541,inactive
e4302,0,0.548,0.657,0,0.322,4.088,3.878,3.593,162,0.976,inactive
e4303,2.741,0.48,0.588,0,0.332,4.018,3.866,3.484,258,0.794,inactive
e4304,4.063,0.444,1.594,0,0.258,3.578,3.501,3.358,110,0.34,inactive
e4305,4.511,0.457,1.553,0,0.25,3.63,3.547,3.423,150,0.446,inactive
e4306,10.669,0.492,1.617,1.609,0.234,3.643,3.665,3.526,364,1.479,inactive
e4307,7.311,0.516,0.659,5.901,0.328,4.046,3.935,3.951,771,1.621,inactive
e4308,24.386,0.48,1.069,7.591,0.358,4.753,4.143,3.926,2736,4.623,inactive
e4309,0,0.482,1.444,0,0.277,3.829,3.805,3.312,250,2.401,inactive
e4310,3.743,0.485,1.118,0,0.3,3.889,3.899,3.411,248,0.961,inactive
e4311,2.937,0.467,1.145,0,0.323,3.864,3.845,3.203,213,0.715,inactive
e2000,0,0.558,1.095,0,0.167,3.723,3.423,2.972,10,0,inactive
e4313,0,0.442,1.179,0,0.284,3.755,3.588,2.97,123,0.415,inactive
e4315,13.951,0.469,1.531,1.609,0.279,3.699,3.699,3.533,372,1.224,inactive
e4316,8.293,0.492,1.164,0,0.346,3.924,3.929,3.428,396,1.609,inactive
e4317,15.545,0.467,1.767,2.565,0.249,4.708,3.919,3.682,406,1.789,inactive
e4318,11.865,0.444,2.115,1.946,0.236,3.573,3.45,3.459,560,0.826,inactive
e4319,5.548,0.458,1.499,0,0.327,4.765,4.105,4.673,622,2.141,inactive
e4321,19.015,0.474,1.118,5.558,0.373,3.938,3.911,3.779,1038,2.073,inactive
e4322,12.616,0.464,1.745,3.135,0.265,4.708,3.915,3.731,572,2.111,inactive
e4324,0,0.458,1.245,0,0.284,3.77,3.727,3.084,123,0.879,inactive
e4325,0,0.524,0.86,0,0.333,3.942,3.884,3.558,166,1.06,inactive
e4326,0,0.523,1.301,0,0.2,3.867,3.476,3.098,18,0,inactive
e4327,3.055,0.433,1.604,0,0.347,3.76,3.575,3.244,207,0.636,inactive
e4328,0.763,0.478,0.78,0,0.303,3.847,3.848,3.251,160,0.618,inactive
e4329,0,0.452,1.507,0,0.274,3.689,3.626,2.999,90,0.63,inactive
e4330,14.427,0.521,1.974,0,0.331,4.135,4.358,3.225,205,2.716,inactive
e4331,25.977,0.516,1.826,3.841,0.333,4.189,4.392,3.621,579,4.078,inactive
e4332,9.705,0.475,0.629,6.477,0.348,3.969,3.959,3.729,792,1.509,inactive
e4333,15.203,0.553,1.891,0,0.356,4.13,4.356,3.688,164,3.03,inactive
e4334,4.415,0.583,0.699,0,0.223,4.157,3.631,3.421,84,1.732,inactive
e4335,0,0.51,0.586,0,0.324,4.074,3.914,3.801,552,1.295,inactive
e4336,5.472,0.542,0.689,0,0.223,4.153,3.567,3.342,84,1.731,inactive
e4337,6.287,0.526,0.734,5.614,0.297,4.07,3.92,3.729,504,1.972,inactive
e4338,0,0.399,1.895,0,0.321,4.731,3.866,3.081,58,0,inactive
e4339,0,0.478,1.361,0,0.303,3.822,3.759,3.242,160,0.642,inactive
e4341,1.338,0.507,0.88,0,0.319,4.219,3.872,3.237,151,1.438,inactive
e4342,2.513,0.426,1.654,0,0.249,3.632,3.518,3.3,104,0.311,inactive
e4343,7.781,0.496,0.907,0,0.297,4.019,3.876,3.508,325,1.054,inactive
e4344,6.497,0.476,0.901,5.768,0.302,3.888,3.857,3.742,593,1.139,antagonist
e4345,7.525,0.511,0.914,0,0.307,4.022,3.872,3.603,323,1.243,antagonist
e4346,30.762,0.542,1.85,0,0.305,4.14,4.36,3.69,320,4.365,inactive
e4347,0,0.478,1.189,0,0.327,3.783,3.781,3.226,156,1.294,inactive
e4348,0,0.475,1.378,0,0.345,3.709,3.684,3.119,62,0.129,inactive
e4349,0.937,0.426,1.055,3.446,0.339,4.014,3.87,3.649,470,0.935,inactive
e4351,24.812,0.472,1.419,5.188,0.343,4.729,4.058,3.838,1927,3.43,inactive
e4352,25.836,0.463,1.543,3.219,0.268,3.708,3.71,3.578,1805,2.055,inactive
e4353,1.954,0.56,0.405,0,0.343,4.158,3.904,3.727,266,1.666,inactive
e4355,42.138,0.478,1.353,4.676,0.315,3.976,3.97,3.541,1142,2.141,inactive
e4356,9.345,0.472,1.694,0,0.251,3.741,3.659,3.622,302,0.972,inactive
e4357,7.959,0.472,1.653,1.099,0.248,3.649,3.615,3.488,262,0.931,inactive
e4359,5.862,0.472,1.368,2.565,0.327,3.953,3.904,3.679,391,2.396,inactive
e4360,5.01,0.486,1.387,0,0.318,4.724,4.055,3.748,315,1.795,inactive
e4361,21.406,0.467,1.23,6.14,0.371,3.981,3.932,3.758,1480,2.206,inactive
e4364,38.358,0.488,0.972,6.272,0.338,4.072,3.99,3.937,3526,4.484,antagonist
e4365,22.847,0.49,1.222,4.46,0.313,3.985,3.691,3.631,788,1.475,inactive
e4368,1.311,0.5,1.15,0,0.342,3.911,3.93,3.146,208,1.252,inactive
e4370,8.735,0.486,1.544,0,0.232,3.709,3.716,3.513,243,1.024,inactive
e4371,10.567,0.508,0.793,0,0.323,4.093,3.876,3.582,321,1.316,inactive
e4373,5.381,0.487,1.239,0,0.258,3.806,3.516,3.465,110,0.421,inactive
e4374,13.965,0.44,1.011,5.332,0.298,3.955,3.864,3.68,988,1.425,inactive
e4375,12.053,0.5,1.753,1.609,0.213,4.436,3.957,3.584,261,1.734,inactive
e4376,11.187,0.472,1.523,0,0.322,3.762,3.76,3.462,207,1.042,inactive
e4378,8.469,0.525,0.915,0,0.341,6.881,3.727,3.614,201,0.894,inactive
e4379,28.146,0.438,1.12,5.211,0.356,4.114,3.997,3.673,1206,2.433,inactive
e4380,38.884,0.451,1.596,4.111,0.274,3.824,3.73,3.747,3022,2.598,inactive
e4382,6.453,0.5,1.205,4.533,0.409,4.046,4.07,3.494,884,4.997,inactive
e4384,0,0.533,0.572,0,0.365,4.104,3.884,3.593,209,1.049,inactive
e4385,1.828,0.438,1.024,0,0.333,3.953,3.856,3.546,382,0.837,inactive
e4386,6.252,0.505,0.552,0,0.297,4.114,3.859,3.513,325,1.014,inactive
e4390,3.9,0.478,1.323,0,0.318,4.723,4.047,3.739,315,1.655,inactive
e4391,10.039,0.462,1.644,0,0.309,4.728,4.032,3.57,336,1.206,inactive
e4393,16.766,0.5,1.559,2.197,0.237,3.682,3.734,3.58,816,2.445,inactive
e4394,10.179,0.473,0.802,7.173,0.346,4.049,4.045,3.891,2269,2.392,inactive
e4395,2.318,0.485,1.398,0,0.317,3.83,3.835,3.415,256,1.899,inactive
e4396,1.5,0.482,0.998,6.29,0.342,4.011,3.957,3.353,426,1.137,inactive
e1114,0.458,0.475,0.797,0,0.301,3.822,3.819,3.057,124,0.534,inactive
e4398,0.942,0.486,1.317,2.398,0.338,3.873,3.896,3.324,333,2.209,inactive
e4399,1.864,0.483,1.075,2.151,0.314,3.871,3.89,3.259,217,1.011,inactive
e4400,6.614,0.488,1.353,3.434,0.385,3.932,3.922,3.48,551,3.206,inactive
e4401,3.051,0.365,1.255,6.098,0.494,4.164,3.947,3.886,8449,4.686,inactive
e4402,4.246,0.45,1.648,0,0.241,3.658,3.578,3.389,143,0.511,inactive
e4403,3.619,0.467,1.343,2.151,0.344,3.847,3.813,3.072,217,0.787,inactive
e4404,5.252,0.5,1.3,0,0.246,3.714,3.746,3.479,146,0.564,inactive
e4405,5.535,0.5,1.205,4.344,0.408,4.036,4.062,3.481,899,5.345,inactive
e4406,4.716,0.5,1.205,4.29,0.399,4.028,4.054,3.483,942,5.279,inactive
e4407,4.96,0.47,1.2,0,0.344,3.879,3.858,3.25,266,0.942,inactive
e4408,1.058,0.459,1.223,0,0.303,3.817,3.692,3.279,160,0.481,inactive
e4409,7.973,0.47,1.67,0,0.295,3.676,3.626,3.447,186,0.626,inactive
e4410,3.351,0.48,1.339,0,0.347,3.873,3.78,3.193,207,0.827,inactive
e4411,1.834,0.478,1.319,0,0.322,3.844,3.747,3.135,162,0.658,inactive
e2393,26.097,0.429,1.348,5.766,0.278,3.925,3.862,3.714,3192,2.636,inactive
e4415,2.941,0.485,1.099,3.446,0.307,3.862,3.883,3.454,260,1.062,inactive
e4416,6.416,0.464,1.194,4.15,0.301,3.872,3.863,3.549,468,1.069,inactive
e4417,7.137,0.474,1.238,3.596,0.285,3.859,3.847,3.535,394,0.9,inactive
e4418,3.77,0.47,1.014,3.841,0.263,3.846,3.864,3.472,270,0.896,inactive
e4419,2.364,0.483,1.054,0,0.324,3.877,3.885,3.303,209,0.832,inactive
e4420,4.694,0.458,1.308,3.446,0.349,3.881,3.846,3.309,334,0.923,inactive
e4421,14.711,0.482,1.454,2.398,0.326,3.854,3.865,3.451,574,2.809,inactive
e4422,6.804,0.474,1.238,4.15,0.283,3.848,3.865,3.537,410,1.124,inactive
e4423,12.508,0.472,0.859,6.222,0.358,3.996,3.963,3.729,1182,2.405,inactive
e4424,22.57,0.495,0.981,6.124,0.302,3.913,3.913,3.796,1800,2.693,inactive
e4425,1.864,0.483,1.075,0,0.322,3.856,3.875,3.356,205,0.887,inactive
e4427,0,0.483,1.305,0,0.284,3.832,3.849,3.251,203,1.839,inactive
e4428,4.978,0.485,1.099,2.784,0.307,3.866,3.866,3.455,260,0.995,inactive
e4429,8.303,0.474,1.238,4.038,0.312,3.857,3.861,3.534,386,1.073,inactive
e4430,2.699,0.467,1.343,0,0.323,3.845,3.813,3.144,213,0.728,inactive
e4431,1.774,0.458,1.494,0,0.288,3.682,3.605,3.253,70,0.403,inactive
e4434,3.706,0.444,1.621,0,0.266,3.628,3.421,3.285,96,0.239,inactive
e4435,24.268,0.475,1.816,2.639,0.228,4.694,3.768,3.662,1281,2.271,inactive
e4436,4.194,0.485,1.325,0,0.302,3.813,3.833,3.429,250,1.732,inactive
e4437,0,0.6,0.613,0,0.303,4.357,3.731,3.453,160,5.16,inactive
e4438,31.311,0.461,1.191,6.376,0.327,4.738,4.115,4.005,3091,4.19,inactive
e4439,11.545,0.49,1.201,4.344,0.362,3.949,3.962,3.578,961,3.316,inactive
e4440,8.576,0.478,0.941,3.992,0.29,4.007,3.864,3.523,408,1.141,inactive
e4441,33.406,0.459,1.406,4.263,0.34,3.931,3.876,3.59,1590,2.938,inactive
e4445,10.364,0.5,1.235,4.143,0.367,3.935,3.964,3.556,834,3.46,inactive
e4446,14.862,0.496,1.035,4.497,0.29,4.088,3.849,3.625,818,1.493,inactive
e4447,59.424,0.468,1.347,5.638,0.313,3.972,3.971,3.928,10895,4.529,inactive
e4449,7.991,0.443,0.974,3.992,0.31,3.97,3.865,3.478,497,1.04,inactive
e4450,68.584,0.47,1.009,7.995,0.321,4.109,4.058,3.825,8024,5.203,antagonist
e4451,0.762,0.503,0.771,7.224,0.365,4.421,4.134,3.585,755,2.593,inactive
e4452,11.886,0.452,1.346,4.883,0.327,3.898,3.855,3.518,803,1.457,inactive
e4453,32.615,0.528,1.64,0,0.249,4.442,3.856,3.818,574,2.588,inactive
e4454,29.91,0.474,1.595,3.332,0.247,3.716,3.714,3.63,2609,2.718,inactive
e4457,5.729,0.533,0.797,0,0.287,4.125,3.779,3.503,195,2.84,inactive
e4458,10.238,0.445,1.349,7.306,0.362,4.741,4.028,4.003,2546,2.785,inactive
e4459,0,0.646,1.382,0,0,4.091,4.428,2.499,9,0,inactive
e4460,7.414,0.47,1.67,0.693,0.257,3.63,3.623,3.478,206,0.817,inactive
e4461,7.3,0.476,1.179,4.616,0.288,3.852,3.869,3.571,511,0.991,inactive
e4462,8.982,0.472,1.653,1.099,0.25,3.645,3.628,3.503,265,0.991,inactive
e4463,7.54,0.472,1.458,2.565,0.256,3.668,3.67,3.487,270,0.826,inactive
e4464,1.577,0.47,0.923,5.241,0.338,4.059,3.997,3.398,388,1.06,inactive
e4465,14.808,0.444,1.37,4.801,0.358,3.947,3.903,3.464,873,1.356,inactive
e4466,10.014,0.479,1.576,1.946,0.234,3.636,3.665,3.508,364,1.204,inactive
e4468,7.67,0.472,1.504,2.197,0.261,3.756,3.79,3.49,341,1.845,inactive
e4469,3.044,0.483,1.419,0,0.307,3.781,3.809,3.358,204,1.768,inactive
e4470,8.945,0.449,1.736,1.386,0.301,3.773,3.638,3.458,350,1.354,inactive
e4472,8.476,0.521,1.108,0,0.349,4.054,3.813,3.431,233,2.471,inactive
e4473,7.673,0.472,1.504,1.946,0.281,3.748,3.719,3.452,376,1.58,inactive
e4474,14.779,0.49,1.249,4.29,0.314,3.882,3.905,3.621,834,2.514,inactive
e4475,24.251,0.49,1.432,2.996,0.26,3.727,3.752,3.564,1324,2.537,inactive
e2225,0,0.425,1.116,3.664,0.339,3.884,3.672,3.371,468,1.02,inactive
e4477,17.519,0.509,1.83,4.095,0.343,4.127,4.356,3.826,782,3.372,inactive
e4478,0,0.491,0.557,3.956,0.33,4.104,3.941,3.62,312,0.981,inactive
e4479,7.407,0.469,1.092,5.29,0.373,3.989,3.929,3.494,670,1.677,inactive
e4480,5.36,0.483,1.358,1.609,0.229,3.656,3.69,3.445,165,0.669,inactive
e4481,0,0.452,1.339,0,0.19,3.648,3.618,3.094,48,0.247,inactive
e4482,18.197,0.485,1.611,2.398,0.29,3.721,3.716,3.604,862,2.321,inactive
e4484,17.381,0.427,1.468,0,0.275,3.778,3.653,3.45,441,1.031,inactive
e4486,0,0.542,0.948,0,0.319,3.964,3.875,3.313,124,0.724,inactive
e4487,11.532,0.485,1.557,2.833,0.297,3.777,3.735,3.613,504,2.484,inactive
e4488,10.694,0.483,0.986,5.624,0.292,3.874,3.885,3.832,1474,1.655,inactive
e4489,3.418,0.5,0.92,0,0.264,3.984,3.766,3.691,193,1.077,inactive
e4490,12.595,0.438,1.458,1.386,0.313,3.757,3.696,3.538,414,0.831,inactive
e4491,16.338,0.479,1.539,2.565,0.252,3.713,3.737,3.586,586,1.451,inactive
e4492,32.507,0.465,1.251,5.946,0.363,3.964,3.913,3.81,1452,2.452,inactive
e4493,11.002,0.493,1.407,2.565,0.235,3.675,3.715,3.561,455,1.532,inactive
e4494,14.842,0.48,1.406,3.434,0.281,3.745,3.747,3.642,678,1.182,inactive
e4496,2.395,0.483,1.054,3.446,0.277,3.843,3.864,3.414,217,0.87,inactive
e4497,10.457,0.478,1.277,4.168,0.312,3.845,3.861,3.647,584,1.223,inactive
e4498,7.533,0.439,1.873,0.693,0.248,3.594,3.5,3.351,200,0.616,inactive
e4499,0,0.444,1.426,0,0.372,3.816,3.701,3.062,144,0.728,inactive
e4500,17.013,0.5,1.088,3.641,0.333,4.07,3.839,3.664,515,2.504,inactive
e4501,0.301,0.49,0.867,6.136,0.326,4.009,4.001,3.318,345,1.027,inactive
e4502,9.41,0.476,1.259,4.251,0.269,3.842,3.848,3.615,488,1.13,inactive
e4503,21.305,0.483,1.585,2.565,0.25,3.694,3.73,3.606,1285,2.52,inactive
e4504,3.047,0.491,1.049,4.514,0.325,3.927,3.924,3.392,424,1.604,inactive
e4505,0,0.48,0.579,0,0.403,6.881,3.842,3.871,318,0.926,inactive
e2586,0,0.478,1.282,5.29,0.358,4.757,4.115,3.684,466,2.293,inactive
e4507,6.474,0.49,1.656,0.693,0.229,3.626,3.667,3.424,165,1.082,inactive
e4508,0.941,0.481,1.409,0,0.303,3.757,3.787,3.279,160,1.617,inactive
e4510,8.193,0.464,1.207,3.785,0.303,3.878,3.844,3.537,485,0.966,inactive
e4511,4.264,0.5,1.003,4.737,0.313,3.893,3.918,3.611,414,1.822,inactive
e4512,3.343,0.479,1.61,0,0.212,3.608,3.639,3.322,79,0.69,inactive
e4513,0,0.444,1.56,0,0.267,3.595,3.51,2.918,29,0,inactive
e4514,0,0.447,0.836,0,0.353,3.901,3.842,3.143,214,0.605,inactive
e4515,8.286,0.5,1.487,4.616,0.3,4.062,3.831,3.756,684,2.538,inactive
e4516,0,0.485,1.298,0,0.357,3.87,3.884,3.221,264,1.903,inactive
e4517,11.447,0.479,1.293,4.124,0.274,3.844,3.861,3.623,723,1.519,inactive
e4518,9.964,0.474,1.55,1.946,0.256,3.651,3.665,3.533,346,1.114,inactive
e4519,2.843,0.485,1.325,0,0.326,3.813,3.833,3.398,260,1.926,inactive
e4520,0,0.44,0.547,0,0.348,4.197,3.925,3.712,836,1.769,antagonist
e4521,24.394,0.49,1.374,3.466,0.26,3.734,3.759,3.579,1600,2.423,inactive
e4522,4.644,0.485,1.118,0,0.245,3.855,3.872,3.495,256,1.095,inactive
e4523,1.333,0.517,0.877,0,0.301,3.964,3.684,3.419,124,0.723,inactive
e4524,3.356,0.458,1.308,3.804,0.3,3.86,3.847,3.35,334,0.852,inactive
