Id,Centred Broto-Moreau autocorrelation of lag 7 weighted by mass,CATS2D Lipophilic-Lipophilic at lag 03,CATS2D Lipophilic-Lipophilic at lag 06,Frequency of C - C at topological distance 3,Information Content index (neighborhood symmetry of 2-order),mean information content on the distance degree equality,Balaban-like index from distance/detour matrix,Balaban-like index from Barysz matrix weighted by mass,path/walk 5 - Randic shape index,ring perimeter,AgonistClass
e2602,13.688,9,6,10,2.499,3.107,14,2.9154,0.051,0,inactive
e2603,9.046,7,4,8,2.55,2.585,11,2.7765,0.053,0,inactive
e2604,9.176,10,9,16,3.539,3.031,11.1388,2.4886,0.1,12,inactive
e2606,16.683,7,7,13,3.481,3.932,12.1408,2.1929,0.072,6,inactive
e2607,7.528,8,4,14,2.854,2.625,10.5098,2.3603,0.091,12,inactive
e2608,9.101,3,5,9,3.849,3.14,10.6064,2.5742,0.075,6,inactive
e2609,22.298,24,8,26,3.58,3.301,11.8028,2.5359,0.089,12,inactive
e2610,10.03,16,4,18,3.148,2.625,10.5098,2.3084,0.091,12,inactive
e2611,8.174,22,8,22,2.495,2.44,10.3687,2.4422,0.089,12,inactive
e2612,19.765,16,8,22,3.302,2.869,12.8153,2.8001,0.092,12,inactive
e2613,11.128,16,4,18,3.022,2.837,10.9782,2.6449,0.099,12,inactive
e2614,10.281,10,7,14,3.414,3.031,11.1388,2.5441,0.1,12,inactive
e2615,0.231,0,0,1,2.725,2,7,3.6025,0.015,0,inactive
e2616,0,4,0,0,1.5,0.811,7,6.2809,0,0,inactive
e2617,5.779,24,6,24,2.87,3.774,18.3598,2.5459,0.116,14,inactive
e2618,3.276,3,1,5,3.684,2.522,7.8557,2.7562,0.058,5,inactive
e2619,22.023,9,14,17,4.443,3.722,13.1952,2.9996,0.069,6,inactive
e2620,0,6,0,0,2.156,1.842,6,7.6221,0,0,inactive
e2621,3.564,4,0,5,3.146,2.914,9.3347,3.295,0.071,6,inactive
e2622,0,4,0,9,1.868,1.922,9,4.7391,0.008,0,inactive
e2623,17.727,0,12,9,2.616,2.02,13,6.061,0.059,0,inactive
e3072,4.344,0,3,7,3.522,2.722,8.6344,2.5848,0.083,6,inactive
e2732,32.873,0,18,16,2.652,2.205,16,5.8838,0.115,0,inactive
e2644,7.52,2,3,9,3.457,2.626,9.2211,2.2616,0.073,6,inactive
e2636,0,0,0,0,2.873,1,3,2.0479,0,0,inactive
e2637,1.964,0,0,4,3.684,2.948,7.9112,3.0168,0.07,5,inactive
e2638,6.125,3,0,9,3.58,3.027,9.4858,2.3049,0.081,11,inactive
e1819,10.582,6,3,7,2.98,3.239,12,3.0141,0.048,0,inactive
e3428,29.596,19,11,20,3.353,3.573,13.7691,2.5519,0.067,6,inactive
e2647,1.774,2,0,3,2.419,1.5,7,3.2477,0.059,0,inactive
e2648,0,1,0,0,2.664,1,3,2.5121,0,0,inactive
e2649,0,1,0,3,3.182,2.725,8.998,3.4638,0.071,6,inactive
e2650,0.597,3,0,5,2.727,2.197,8.4791,3.0546,0.066,6,inactive
e2651,0,0,0,0,2.914,1.918,5,3.5598,0,0,inactive
e2653,0,0,0,4,2.3,1.95,6,4.0861,0,0,inactive
e2654,0,0,0,0,2.44,1.95,7.3401,4.4827,0.029,5,inactive
e2655,0,5,0,5,3.039,2.732,9.8352,3.7009,0.086,6,inactive
e2656,27.881,12,9,21,2.905,2.822,13.4678,3.5904,0.093,6,inactive
e2657,0,2,0,1,2.557,1.922,4,3.0578,0,0,inactive
e2658,0,0,0,1,1.922,1.585,5,2.816,0.033,0,inactive
e2659,0,2,0,2,3.182,1.918,5,3.3011,0,0,inactive
e2660,0,3,0,5,3.093,2.722,9.3487,3.4681,0.062,6,inactive
e2661,0,2,0,1,2.322,1.5,7,4.3028,0.059,0,inactive
e2662,0,2,0,0,2.725,1.922,4,3.9625,0,0,inactive
e2663,8.205,2,1,8,3.936,3.547,12.4741,2.9556,0.1,9,inactive
e2664,0,0,0,0,2.156,0.722,4,10.5297,0,0,inactive
e2665,0,1,0,0,2.522,1.922,4,4.1076,0,0,inactive
e2666,3.784,0,1,3,3.537,2.948,8,3.7702,0.033,0,inactive
e2667,0,3,0,0,1.92,1.842,6,4.2328,0,0,inactive
e2668,0,0,0,0,3.122,0.918,5,6.866,0,0,inactive
e2669,11.143,4,0,13,3.498,2.953,12.2053,3.4166,0.07,6,inactive
e2670,0,0,0,0,3.027,0.918,5,3.9129,0,0,inactive
e2671,16.099,12,5,14,3.427,3.146,11.1896,2.3503,0.084,12,inactive
e2672,2.983,5,2,5,3.137,2,7,2.6163,0.048,0,inactive
e2673,9.043,1,0,9,4.155,2.985,10.8982,3.1234,0.088,6,inactive
e2674,2.841,0,0,4,2.3,2,7,3.0114,0.048,0,inactive
e2675,0,0,0,0,2.75,1.922,4,3.8318,0,0,inactive
e2676,0,8,0,8,2.419,2,8.5279,3.1349,0.057,6,inactive
e2678,0,3,0,7,2.678,2.3,13.3639,2.3084,0.096,9,inactive
e2679,8.552,8,8,14,2.54,2.44,10.3687,3.4848,0.089,12,inactive
e2680,1.713,0,0,3,3.735,2.646,8.7761,3.0696,0.07,6,inactive
e2681,0,4,0,1,2.128,0.918,5,3.7427,0,0,inactive
e2682,0,5,0,3,3.182,2.626,10.6766,4.1802,0.071,6,inactive
e2683,2.936,17,2,17,3.042,2.689,14.3558,2.863,0.098,10,inactive
e2684,0,2,0,2,2.281,1.918,5,3.0454,0,0,inactive
e2685,3.339,4,0,5,3.88,3.027,10.986,4.7105,0.078,6,inactive
e2686,1.176,2,0,7,3.337,3.181,10.5434,3.4154,0.082,6,inactive
e2687,5.473,0,1,3,3.383,2.503,8,3.0827,0.045,0,inactive
e2688,10.859,9,4,15,3.649,3.932,10.874,2.0308,0.079,12,inactive
e2689,1.695,3,0,9,3.426,3.239,14.2388,3.1269,0.103,10,inactive
e2690,5.956,15,4,15,3.104,1.555,10.1243,3.1218,0.08,6,inactive
e2691,9.026,8,6,14,2.995,3.617,10.1054,1.9727,0.085,12,inactive
e2692,33.056,4,6,33,4.655,4.593,17.8874,1.736,0.123,22,inactive
e2693,0,0,0,3,2.896,2.689,10.7067,4.2091,0.063,6,inactive
e2695,0.71,0,0,3,3.326,3.17,8.1303,2.624,0.063,5,inactive
e2698,12.736,0,3,8,3.272,2.918,11,3.6468,0.083,0,inactive
e2699,0,4,0,3,2.896,2.585,10.4989,4.0879,0.082,6,inactive
e2700,5.827,2,1,5,3.258,2.522,9,3.0927,0.046,0,inactive
e2701,12.227,8,4,14,3.372,3.128,11.3537,2.2603,0.089,12,inactive
e2702,0,0,0,2,2.483,1.918,5,3.4477,0,0,inactive
e2703,14.311,5,2,5,2.797,2.689,11,3.6288,0.044,0,inactive
e2705,8.934,4,8,11,3.123,3.617,10.5097,2.2405,0.09,12,inactive
e2707,8.499,3,7,10,2.772,3.5,11.3167,2.5549,0.092,12,inactive
e2708,5.223,4,8,7,2.055,2.236,9.7827,3.1947,0.084,12,inactive
e2709,3.799,2,0,6,3.404,1.959,9.6828,3.1762,0.076,6,inactive
e2710,0,0,0,1,2.985,1.918,5,3.4245,0,0,inactive
e2711,5.629,3,2,9,3.195,2.719,13.8138,2.82,0.104,9,inactive
e2712,4.213,10,0,14,3.482,3.093,13.8693,2.7457,0.099,10,inactive
e2713,0,0,0,6,2.856,2.25,7,3.9303,0,0,inactive
e2714,0,1,0,3,2.625,1.561,8.4152,3.1828,0.06,6,inactive
e2716,4.168,4,1,6,3.111,2.725,8,3.1197,0.05,0,inactive
e2717,3.563,4,0,7,3.471,1.555,10.1243,3.3859,0.08,6,inactive
e2718,2.036,0,0,3,3.221,2.5,7,3.7088,0.029,0,inactive
e2719,0,3,0,5,3.039,2.446,9.7043,3.7554,0.059,6,inactive
e2720,8.201,3,7,13,3.828,3.922,11.8174,2.4693,0.095,12,inactive
e2721,0,0,0,1,2.985,1.918,5,3.5456,0,0,inactive
e2722,9.116,2,0,9,2.95,2.128,10.3485,2.7703,0.092,6,inactive
e2723,10.13,0,0,7,2.347,2.807,13,3.336,0.054,0,inactive
e2724,0,4,0,5,2.923,2.55,9.7963,3.5612,0.059,6,inactive
e2726,3.778,2,0,6,3.309,2.664,9.2029,2.9434,0.081,6,inactive
e2727,6.416,11,4,14,2.631,2.79,11.3996,2.7203,0.103,12,inactive
e2728,0,2,0,5,3.22,3.027,10.6202,3.5298,0.076,6,inactive
e2729,14.517,5,1,7,3.845,3.507,11.6026,3.5498,0.082,6,inactive
e2730,8.851,0,0,8,3.632,2.931,12,4.042,0.036,0,inactive
e2731,7.184,0,0,5,3.022,2.585,11,4.2044,0.052,0,inactive
e2733,0,0,0,0,1.922,0.918,5,4.2325,0,0,inactive
e2735,3.824,0,1,2,2.53,1.906,7,3.8386,0.032,0,inactive
e2737,0,4,0,7,2.909,2.732,9.8352,3.484,0.086,6,inactive
e2738,0.679,3,0,3,2.046,1.585,5,2.3391,0.033,0,inactive
e2739,0,2,0,0,2.522,0.918,5,4.9288,0,0,inactive
e2740,0,0,0,0,1.582,1.392,8,8.0699,0,0,inactive
e2741,12.498,0,1,6,3.471,3.547,12,3.6215,0.062,0,inactive
e2742,5.801,2,1,7,3.431,3.096,9.0046,2.8455,0.076,6,inactive
e2743,0,0,0,0,2.418,1.918,7.0256,2.7101,0.023,5,inactive
e2744,15.833,4,8,14,2.906,2.911,10.6819,2.6599,0.107,12,inactive
e2745,16.747,8,5,11,2.731,3.264,9.4406,1.6733,0.051,3,inactive
e2746,0,0,0,0,1.458,0.918,2,4.687,0,0,inactive
e2747,0,0,0,4,2.405,0.918,5,3.2955,0,0,inactive
e2748,0,0,0,0,2.271,1.918,5,3.4845,0,0,inactive
e2749,0,5,0,5,2.469,1.906,7,3.886,0,0,inactive
e2750,105.276,33,3,63,3.703,3.808,17.9561,2.0194,0.101,24,inactive
e2751,0,1,0,0,2.725,1,3,3.0417,0,0,inactive
e2752,0,3,0,3,2.95,2,8.5279,3.4749,0.057,6,inactive
e2753,5.907,2,1,7,3.642,2.914,12.8251,3.0993,0.1,9,inactive
e2754,0.615,3,0,7,3.007,2.646,8.7761,2.9392,0.07,6,inactive
e2755,0.937,2,0,5,3.392,1.918,10.5148,3.5935,0.088,6,inactive
e2756,0,2,0,3,3.453,2.914,9.9295,3.7625,0.084,6,inactive
e2757,2.957,0,0,2,3.419,2.25,7,3.9707,0.032,0,inactive
e2758,10.652,7,4,7,2.304,2.55,10,2.7519,0.052,0,inactive
e2759,0,0,0,2,3.022,1.918,5,3.7165,0,0,inactive
e2760,1.947,3,0,5,3.25,2.246,12.858,3.422,0.095,9,inactive
e2761,10.909,0,1,5,3.374,2.918,11,3.6624,0.063,0,inactive
e2762,2.123,1,0,5,3.35,2.948,8.7559,3.1912,0.074,6,inactive
e2763,0,3,0,5,3.264,3.096,9.9399,3.5736,0.081,6,inactive
e2764,0,0,0,0,1.842,0.811,3,4.3304,0,0,inactive
e2765,0.893,12,0,12,2.55,3.278,14.3087,3.0679,0.094,10,inactive
e2766,0,1,0,0,2.725,1,3,2.8367,0,0,inactive
e2768,5.452,6,8,12,2.432,2.676,10.3262,2.2861,0.085,12,inactive
e2769,8.032,17,3,22,3.76,3.572,16.2095,2.1044,0.107,13,inactive
e2770,3.394,4,0,7,3.499,2.664,9.2029,2.9432,0.081,6,inactive
e2771,2.96,4,0,7,3.746,3.085,10.6402,3.479,0.072,6,inactive
e2772,13.487,4,3,8,3.545,3.547,12,3.4912,0.067,0,inactive
e2773,0,4,0,5,3.382,3.096,9.6316,3.4173,0.082,6,inactive
e2774,2.448,14,1,14,2.813,3.278,13.9763,2.8289,0.101,10,inactive
e2775,0,0,0,0,1.837,1.522,4,3.4551,0,0,inactive
e2776,0,0,0,0,2.406,1.922,4,4.1811,0,0,inactive
e2777,0,1,0,3,3.379,2.5,7,3.3587,0.047,0,inactive
e2778,0,0,0,2,3.309,1.811,7,3.8115,0,0,inactive
e2779,4.7,3,0,8,3.732,3.323,10.0153,2.5801,0.079,11,inactive
e2781,0,4,0,3,2.055,2.236,7.8978,3.4643,0.062,6,inactive
e2782,0,4,0,3,3.182,3.096,10.1021,3.9953,0.07,6,inactive
e2783,1.796,4,0,7,3.746,3.239,11.3797,3.7558,0.09,6,inactive
e2784,0,5,0,7,3.203,2.948,8.7559,3.1323,0.074,6,inactive
e2785,23.646,2,0,9,4.522,4.316,14.2256,3.0008,0.095,12,inactive
e4672,19.878,8,5,9,2.654,3.22,16,3.3449,0.049,0,inactive
e2787,3.682,3,0,9,3.322,2.719,13.8138,2.7615,0.104,9,inactive
e2788,6.962,6,3,7,2.518,2.55,10,2.7582,0.052,0,inactive
e2789,24.201,12,9,16,3.565,4.096,21,3.3131,0.055,0,inactive
e2790,3.813,2,0,7,3.543,2.931,11.3298,3.3349,0.064,6,inactive
e2791,2.674,10,0,12,3.402,2.845,8.7746,2.2114,0.087,6,inactive
e2792,4.003,1,0,4,3.241,2.948,8,3.4701,0.046,0,inactive
e2632,14.37,6,3,11,3.217,3.625,10.302,1.9486,0.063,5,inactive
e2794,0,0,0,1,3.096,1.922,4.4139,2.3567,0,3,inactive
e2795,0,0,0,6,2.025,1.449,6,3.2975,0,0,inactive
e2796,0,0,0,0,1.688,0.722,4,3.5493,0,0,inactive
e2797,2.232,5,0,5,3.41,2.845,9.7236,3.6157,0.078,6,inactive
e2798,0,1,0,3,3.284,2.236,7.8978,2.2273,0.062,6,inactive
e2799,2.186,3,0,5,3.039,2.646,8.7761,2.9963,0.07,6,inactive
e2800,0,0,0,0,3.022,1.918,5,3.7641,0,0,inactive
e2801,0,0,0,2,3.181,2.236,7.8978,3.2584,0.062,6,inactive
e2802,4.032,1,1,6,3.594,2.914,9.4031,3.0078,0.076,6,inactive
e2803,4.478,1,1,4,3.469,2.725,8,3.5506,0.053,0,inactive
e2804,7.204,4,0,8,3.637,3.085,8.2367,2.1947,0.064,9,inactive
e2805,0,0,0,0,3.096,1.379,6,4.4209,0,0,inactive
e2806,4.26,3,2,8,3.391,2.914,9.4031,2.9813,0.076,6,inactive
e2807,2.566,0,0,2,3.197,2.25,7,3.8607,0.032,0,inactive
e2808,0,0,0,2,2.781,1.918,5,2.8606,0,0,inactive
e2809,8.868,5,2,14,3.342,3.53,11.7011,2.5406,0.088,12,inactive
e2810,0,0,0,0,3,0.918,5,4.6846,0,0,inactive
e2811,6.263,3,0,6,3.365,2.873,12.0827,3.2452,0.086,9,inactive
e2812,5.209,4,1,8,3.534,3.181,9.7842,2.5995,0.09,11,inactive
e2813,0,0,0,0,2.236,0.918,5,6.1135,0,0,inactive
e2814,1.758,1,0,2,3.75,2.646,8.2306,3.0264,0.066,5,inactive
e2815,1.404,1,0,3,3.503,3.027,10.6202,4.4737,0.076,6,inactive
e2816,7.5,6,8,12,2.488,2.44,9.7817,1.9671,0.08,12,inactive
e2817,13.916,6,6,13,3.578,3.308,11.8528,2.287,0.069,6,inactive
e2818,0,0,0,0,2.419,1.792,5,4.0496,0,0,inactive
e2819,9.896,8,3,15,4.079,3.735,10.9761,2.1417,0.091,12,inactive
e2820,0,4,0,3,3.181,2.503,9.2043,3.8599,0.054,6,inactive
e2821,0,1,0,2,2.923,1.585,5,3.8318,0.033,0,inactive
e2822,0,0,0,0,2.406,1.842,6,6.3091,0,0,inactive
e2823,27.643,0,0,9,3.391,4.176,15.4001,2.9005,0.073,6,inactive
e2824,1.405,3,0,8,2.948,1.918,10.5148,3.4114,0.088,6,inactive
e2825,0,0,0,2,2.8,1.379,6,3.1143,0,0,inactive
e2826,0,4,0,5,3.078,3.17,8.9209,3.2962,0.063,6,inactive
e2827,0,0,0,4,2.642,1.449,6,3.5602,0,0,inactive
e2828,0,0,0,0,2.281,0,6.8182,3.4283,0,5,inactive
e2829,0,0,0,0,2.75,1.842,6,5.7964,0,0,inactive
e2830,0,0,0,1,2.931,1.585,9.0029,2.9946,0.058,6,inactive
e2831,25.385,7,1,14,4.164,4.392,13.5169,2.6726,0.081,6,inactive
e2832,0,0,0,2,2.073,1.522,4,3.5527,0,0,inactive
e2833,90.308,51,24,72,4.771,5.061,19.3963,1.0734,0.111,34,inactive
e2834,0,0,0,3,2.873,1.585,9.0029,3.7309,0.058,6,inactive
e2835,1.169,2,0,5,3.53,2.914,9.9295,3.6088,0.084,6,inactive
e2836,0.479,2,0,3,3.146,2.25,7,3.4299,0.032,0,inactive
e2837,11.773,0,0,4,3.634,3.774,14,4.6927,0.05,0,inactive
e2838,0,5,0,3,3.039,2.689,10.5155,4.1183,0.082,6,inactive
e2839,0,0,0,1,3.022,2.807,6,3.6027,0.022,0,inactive
e2840,0,6,3,5,3.14,3.022,10.2866,3.9237,0.062,6,inactive
e2841,0,0,0,0,1.5,0,7.5,2.6167,0.063,6,inactive
e2842,5.849,0,0,6,4.263,3.236,9.8679,2.8526,0.078,5,inactive
e2843,0,3,0,5,3.14,3.022,10.2866,3.6966,0.062,6,inactive
e2844,0.878,5,0,7,2.953,2.725,8.5992,3.0686,0.078,6,inactive
e2845,0,4,0,5,3.236,2.948,8.7559,3.3829,0.074,6,inactive
e2846,3.195,12,1,11,3.007,2.55,9.1968,3.0471,0.064,6,inactive
e2847,0,0,0,0,2.922,1.922,4,3.4193,0,0,inactive
e2848,6.432,0,0,1,3.096,2.252,11,4.5247,0.045,0,inactive
e2849,2.103,4,0,5,3.156,2.722,9.4562,3.6851,0.082,6,inactive
e2850,3.628,7,0,12,2.845,2.156,15.2831,3.1731,0.105,10,inactive
e2851,0,3,0,5,2.366,2.446,8.8592,3.2355,0.062,6,inactive
e2852,0,0,0,3,2.182,1.811,7,4.5709,0,0,inactive
e2853,0.514,1,0,3,3.392,2.55,9.7963,4.7407,0.059,6,inactive
e2854,0,0,0,0,2.252,1,3,3.0867,0,0,inactive
e2855,7.107,5,10,12,2.853,3.379,10.2583,2.4429,0.088,12,inactive
e2856,5.322,11,4,14,2.631,3.393,10.6534,2.5543,0.095,12,inactive
e2858,1.253,0,0,3,3.559,3.085,11.6809,3.4697,0.079,6,inactive
e2859,0,6,0,5,2.79,0.811,8.3067,3.3631,0.08,6,inactive
e2860,0,0,0,2,1.379,0,7.5,2.3729,0.063,6,inactive
e2861,6.723,8,4,10,2.724,2.44,10.2277,2.8808,0.093,12,inactive
e2862,0.277,4,0,7,3.392,2.418,10.4153,3.354,0.091,6,inactive
e2863,0,0,0,0,2.75,1,3,2.6318,0,0,inactive
e2864,7.389,0,1,0,2.695,2.281,8,6.811,0.025,0,inactive
e2865,4.301,3,0,11,3.07,2.574,12.625,3.7229,0.108,6,inactive
e2866,1.916,12,1,12,2.592,3.278,13.9763,2.9691,0.101,10,inactive
e2867,9.556,1,0,7,2.642,2.252,11,3.0495,0.045,0,inactive
e2868,0,0,0,0,2.75,1,3,2.8408,0,0,inactive
e2869,7.5,6,4,10,3.044,2.44,10.2277,2.4391,0.093,12,inactive
e2870,4.712,3,0,8,3.214,3.239,10.1193,3.1027,0.067,6,inactive
e2871,0,0,0,1,3.418,2,7,4.0585,0.015,0,inactive
e2872,1.558,1,0,3,3.128,3.278,9.8364,3.5696,0.067,6,inactive
e2873,0,0,0,2,3.75,2.922,13.018,2.562,0.079,9,inactive
e2874,1.072,0,0,1,3.455,1.75,7,5.2075,0.047,0,inactive
e2875,4.021,1,1,6,3.594,2.846,9.0518,3.0356,0.08,6,inactive
e2876,0,1,0,0,3.022,1.922,4,3.0718,0,0,inactive
e2877,0,3,0,8,2.522,2.322,9.4292,3.3093,0.077,6,inactive
e2878,0,0,0,1,3.022,1.918,5,3.7454,0,0,inactive
e2879,7.381,0,4,2,2.283,2.187,10,4.3879,0.049,0,inactive
e2880,3.8,1,1,6,3.499,2.646,9.2446,3.1178,0.082,6,inactive
e2881,3.502,3,0,4,2.775,2,7,2.5531,0.048,0,inactive
e2882,0,3,0,7,2.875,2.3,13.3639,2.8053,0.096,9,inactive
e2883,6.952,13,6,14,2.882,2.896,10.0307,2.1741,0.092,12,inactive
e2884,6.66,4,0,6,3.461,3.278,9.4828,3.2665,0.078,6,inactive
e2885,21.14,14,12,17,3.87,3.823,21,3.3128,0.055,0,inactive
e2886,0,8,0,8,1.922,0,10.1511,2.2857,0.063,8,inactive
e2887,6.897,1,0,5,4.096,3.323,12.3584,4.5713,0.094,6,inactive
e2888,4.323,2,0,7,3.698,3.278,9.642,2.9781,0.082,6,inactive
e2889,0.539,2,0,5,3.382,1.918,10.5148,3.6172,0.088,6,inactive
e2890,8.209,4,0,5,2.126,1.371,9,4.3383,0.069,0,inactive
e2891,1.591,5,0,7,3.009,2.725,8.998,3.2163,0.071,6,inactive
e2892,0,0,0,0,2.162,0,6.8182,2.2966,0,5,inactive
e2893,1.543,1,0,3,3.503,2.845,9.5636,4.5432,0.076,6,inactive
e2894,4.091,0,1,2,2.59,2.281,8,4.0314,0.044,0,inactive
e2895,10.602,7,4,8,2.665,2.931,12,2.9008,0.05,0,inactive
e2896,11.436,8,3,15,4.041,3.735,10.9761,1.9792,0.091,12,inactive
e2897,0,0,0,1,2.845,1.918,5,3.8362,0,0,inactive
e2898,0,0,0,0,2.725,1,3,2.726,0,0,inactive
e2899,5.394,0,3,4,2.699,2.281,8,2.8524,0.05,0,inactive
e2900,13.034,9,4,12,2.549,2.5,9.8377,2.5757,0.08,12,inactive
e2902,35.819,13,14,24,3.124,3.907,19.1375,2.4504,0.077,6,inactive
e2903,21.719,2,2,16,3.483,2.224,13.655,3.6366,0.119,6,inactive
e2904,16.604,11,8,13,2.206,3.264,9.4406,1.6143,0.051,3,inactive
e2905,2.609,1,0,3,3.787,2.522,10.1364,4.4668,0.074,6,inactive
e2906,0,5,0,0,1.95,1.95,5.7207,4.1394,0,3,inactive
e2907,0,0,0,1,3.189,1.918,7.0256,3.3078,0.023,5,inactive
e2908,13.459,6,1,10,3.007,2.88,10.4889,2.5064,0.083,12,inactive
e2909,10.514,0,0,5,3.514,3.547,12,4.2293,0.057,0,inactive
e2910,3.213,0,1,3,3.346,2.25,7,3.2052,0.043,0,inactive
e2911,0,0,0,2,3.182,2.807,6,3.7688,0.022,0,inactive
e2912,0,2,0,3,2.055,2.236,7.8978,3.1947,0.062,6,inactive
e2913,19.741,8,0,23,4.104,3.97,14.8632,2.3352,0.094,12,inactive
e2914,3.322,27,3,27,2.884,2.974,20.6937,2.422,0.131,13,inactive
e2915,0,0,0,0,1.792,1.792,5,5.6202,0,0,inactive
e2916,0,3,0,5,3.392,2.156,8.1463,2.3974,0.068,6,inactive
e2917,0,0,0,0,2.128,1,3,3.599,0,0,inactive
e2918,35.048,20,23,27,2.848,2.898,14.4908,3.5969,0.087,6,inactive
e2919,0,0,0,3,2.896,1.895,9.7152,4.0196,0.065,6,inactive
e2920,0.497,7,0,7,2.774,2.156,8.1463,2.8321,0.068,6,inactive
e2921,3.55,0,0,10,2.997,2.04,10,4.2956,0.074,0,inactive
e2922,11.809,4,1,5,2.914,2.689,11,3.6061,0.044,0,inactive
e2923,3.263,4,0,7,3.746,3.239,10.8381,3.5604,0.081,6,inactive
e2924,0,3,0,0,2.128,1.842,6,6.0371,0,0,inactive
e2925,0,0,0,0,2.646,1,3,2.3738,0,0,inactive
e2926,4.534,3,2,6,3.039,2.914,8.9537,2.8079,0.078,6,inactive
e2927,0,0,0,0,2.419,0.722,4,9.5241,0,0,inactive
e2928,0,0,0,0,2.122,1.918,7.0256,2.985,0.023,5,inactive
e2929,4.647,8,2,16,3.655,3.335,14.5584,2.6318,0.098,10,inactive
e2930,15.406,7,14,18,3.302,3.577,10.9582,2.458,0.106,12,inactive
e2931,1.258,4,0,7,3.116,2.725,8.5992,3.0831,0.078,6,inactive
e2932,2.025,0,0,4,3.75,2.922,8.4232,3.2208,0.072,5,inactive
e2933,0.403,2,0,5,3.25,2.722,9.3487,3.3153,0.062,6,inactive
e2934,0,2,0,3,3.093,2.371,9.1454,3.693,0.078,6,inactive
e2935,7.089,0,3,4,2.983,2.55,10,3.9182,0.046,0,inactive
e2936,0,3,0,3,0.918,0,7.5,2,0.063,6,inactive
e2937,0,2,0,0,2.646,0.918,5,4.2548,0,0,inactive
e2938,2.502,5,0,7,3.239,2.446,8.9537,3.0877,0.072,6,inactive
e2939,0,1,0,1,2.74,1.922,4,2.6699,0,0,inactive
e2940,0,4,0,5,3.375,1.555,10.1243,3.5201,0.08,6,inactive
e2941,0,0,0,0,2.922,1.792,5,8.2747,0,0,inactive
e2942,2.179,0,1,3,3.027,1.95,6,2.5961,0.043,0,inactive
e2943,4.94,2,4,6,2.209,2.122,9,4.1773,0.031,0,inactive
e2944,35.231,12,12,21,2.872,2.762,12.9484,2.8437,0.086,18,inactive
e2945,1.9,1,0,1,2.522,2,7,4.9795,0.015,0,inactive
e2946,0,0,0,6,2.856,2.156,8.1463,2.3981,0.068,6,inactive
e2948,28.568,0,0,10,3.414,3.219,14.1963,2.481,0.094,12,inactive
e2949,0.314,1,0,2,2.933,1.585,5,2.407,0.033,0,inactive
e2950,0,1,0,3,2.971,1.379,6,3.1687,0,0,inactive
e2951,0,3,0,0,2.156,1.792,5,5.5087,0,0,inactive
e2953,1.491,7,0,7,2.197,0.811,8.3067,3.0325,0.08,6,inactive
e2955,3.239,0,0,4,2.712,2.059,8,4.339,0.032,0,inactive
e2956,2.466,8,0,10,2.816,0.971,9.6144,3.3209,0.076,6,inactive
e2957,1.134,2,0,3,2.905,2.807,6,3.0444,0.022,0,inactive
e2958,2.643,5,0,12,2.934,3.393,15.1592,3.1319,0.104,10,inactive
e2959,5.742,12,0,16,3.189,2.25,14.049,2.6763,0.095,10,inactive
e2960,13.557,22,13,24,3.632,3.409,11.1944,1.9829,0.085,12,inactive
e2961,0,0,0,0,2.595,1.811,7,3.8454,0,0,inactive
e2962,0,5,0,5,2.11,1.906,7,3.3889,0,0,inactive
e2963,1.344,2,0,5,2.496,2.419,8.3809,3.2309,0.078,6,inactive
e2964,0,0,0,1,3.022,1.918,5,3.8153,0,0,inactive
e2965,4.283,2,0,8,3.588,2.855,9.6249,2.9732,0.079,6,inactive
e2966,6.739,8,2,11,2.932,2.459,9.838,2.4999,0.063,6,inactive
e2351,11.288,4,1,9,3.411,3.522,9.5203,2.0796,0.063,5,inactive
e2968,0,0,0,0,2.419,1,3,2.4604,0,0,inactive
e2969,15.326,14,10,21,4.266,3.932,14.0329,3.2062,0.067,6,inactive
e2970,5.544,1,1,4,3.447,2.522,9,4.2111,0.036,0,inactive
e2971,18.85,16,8,18,3.308,3.146,11.1896,1.7858,0.084,12,inactive
e2972,0,0,0,0,2.187,1.522,4,2.7903,0,0,inactive
e2973,0,6,0,0,2.156,1.842,6,6.0623,0,0,inactive
e2974,8.046,4,0,12,4.014,3.88,16.6641,3.5821,0.102,10,inactive
e2975,0.308,7,0,7,3.178,2.725,9.6015,2.1861,0.085,6,inactive
e2976,6.369,5,4,10,3.352,3.085,9.6851,2.6449,0.066,6,inactive
e2977,2.663,6,1,11,3.404,3.278,13.9763,2.9155,0.101,10,inactive
e2979,0,0,0,1,3.181,1.557,7.4192,3.3994,0.046,5,inactive
e2980,0,1,0,3,2.205,1.557,9.3237,2.0167,0.063,7,inactive
e2981,0,2,0,5,2.617,1.95,6,3.6899,0,0,inactive
e2982,0.708,3,0,3,3.156,1.585,5,2.8487,0.033,0,inactive
e2983,14.842,10,0,20,4.121,3.698,11.8939,2.568,0.084,12,inactive
e2984,0,1,0,3,2.89,1.379,6,2.9975,0,0,inactive
e2985,8.709,6,6,14,3.008,3.125,11.4479,2.5368,0.09,12,inactive
e2986,0,0,0,0,2.126,0.811,3,2.8672,0,0,inactive
e2987,5.648,2,0,4,2.98,2.187,10,3.1152,0.042,0,inactive
e2988,7.386,0,0,2,3.887,3.393,12,4.7587,0.067,0,inactive
